title,link,media_type,post_date,parenthetical
Frozen,http://hujhax.livejournal.com/901363.html#f,movie,2014-02-18T06:44:00Z,
A Clash of Kings,http://hujhax.livejournal.com/901363.html#acok,book,2014-02-18T06:44:00Z,
Argo,http://hujhax.livejournal.com/900680.html#a,movie,2014-02-11T07:38:00Z,
The Elements of Scrum,http://hujhax.livejournal.com/900680.html#teos,book,2014-02-11T07:38:00Z,
Kiki's Delivery Service,http://hujhax.livejournal.com/899976.html#kds,movie,2014-02-04T09:18:00Z,
Rubicon,http://hujhax.livejournal.com/899976.html#r,TV,2014-02-04T09:18:00Z,"1x12-1x13, spoilers"
Agents of S.H.I.E.L.D.,http://hujhax.livejournal.com/899185.html#aos,TV,2014-01-23T02:44:00Z,1x09-1x11
Rubicon,http://hujhax.livejournal.com/899185.html#r,TV,2014-01-23T02:44:00Z,1x04-1x11
Cowboy Bebop,http://hujhax.livejournal.com/899185.html#cb,TV,2014-01-23T02:44:00Z,1x01-1x09
WKRP in Cincinnati,http://hujhax.livejournal.com/896832.html#wkrp,TV,2013-12-17T09:18:00Z,1x08-1x15
Rubicon,http://hujhax.livejournal.com/896832.html#r,TV,2013-12-17T09:18:00Z,1x01-1x03
WKRP in Cincinnati,http://hujhax.livejournal.com/895272.html#wkrp,TV,2013-12-03T07:14:00Z,1x01-1x07
Agents of S.H.I.E.L.D.,http://hujhax.livejournal.com/895272.html#aos,TV,2013-12-03T07:14:00Z,1x06-1x08
Doctor Who,http://hujhax.livejournal.com/895272.html#dw,TV,2013-12-03T07:14:00Z,
Stardust,http://hujhax.livejournal.com/893656.html#s,movie,2013-11-19T09:23:00Z,spoilers
Archer,http://hujhax.livejournal.com/893656.html#a,TV,2013-11-19T09:23:00Z,season three
Orphan Black,http://hujhax.livejournal.com/893656.html#ob,TV,2013-11-19T09:23:00Z,"1x08-1x10, spoilers"
Cowboy Bebop: The Movie,http://hujhax.livejournal.com/892097.html#cb,movie,2013-10-29T04:53:00Z,
Doctor Who,http://hujhax.livejournal.com/892097.html#dw,TV,2013-10-29T04:53:00Z,"7x10-7x13, spoilers"
QI,http://hujhax.livejournal.com/892097.html#qi,TV,2013-10-29T04:53:00Z,"series two, series three"
Agents of S.H.I.E.L.D.,http://hujhax.livejournal.com/892097.html#aos,TV,2013-10-29T04:53:00Z,1x02-1x05
Orphan Black,http://hujhax.livejournal.com/892097.html#ob,TV,2013-10-29T04:53:00Z,"1x05-1x07, spoilers"
Spartacus,http://hujhax.livejournal.com/891405.html#s,TV,2013-10-22T09:04:00Z,"1x09-1x13, spoilers"
Doctor Who,http://hujhax.livejournal.com/891405.html#dw,TV,2013-10-22T09:04:00Z,"7x01-7x10, spoilers"
Death to Smoochy,http://hujhax.livejournal.com/889643.html#dts,movie,2013-10-01T06:11:00Z,
Orphan Black,http://hujhax.livejournal.com/889643.html#ob,TV,2013-10-01T06:11:00Z,1x01-1x04
Spartacus,http://hujhax.livejournal.com/889643.html#s,TV,2013-10-01T06:11:00Z,1x01-1x08
QI,http://hujhax.livejournal.com/889643.html#qi,TV,2013-10-01T06:11:00Z,"series 6, series 1"
Agents of S.H.I.E.L.D.,http://hujhax.livejournal.com/889643.html#aos,TV,2013-10-01T06:11:00Z,1x01
Much Ado About Nothing,http://hujhax.livejournal.com/887062.html#maan,movie,2013-08-13T05:50:00Z,2012
Playing Shakespeare,http://hujhax.livejournal.com/887062.html#ps,TV,2013-08-13T05:50:00Z,
Zero Punctuation,http://hujhax.livejournal.com/887062.html#zp,other,2013-08-13T05:50:00Z,
Arrested Development,http://hujhax.livejournal.com/886720.html#ad,TV,2013-08-06T06:30:00Z,4x15
Will in the World,http://hujhax.livejournal.com/886720.html#witw,book,2013-08-06T06:30:00Z,
The Lost Room,http://hujhax.livejournal.com/885740.html#tlr,TV,2013-07-23T08:38:00Z,
Justified,http://hujhax.livejournal.com/885069.html#j,TV,2013-07-16T07:11:00Z,1x08-1x13
Arrested Development,http://hujhax.livejournal.com/885069.html#ad,TV,2013-07-16T07:11:00Z,4x12-4x14
Scooby-Doo! Mystery Incorporated [1x01-1x15],http://hujhax.livejournal.com/885069.html#sd!mi,TV,2013-07-16T07:11:00Z,
Before Midnight,http://hujhax.livejournal.com/883534.html#bm,movie,2013-06-18T05:35:00Z,
Justified,http://hujhax.livejournal.com/883534.html#j,TV,2013-06-18T05:35:00Z,1x04-1x07
Arrested Development,http://hujhax.livejournal.com/883534.html#ad,TV,2013-06-18T05:35:00Z,4x04-4x11
Justified,http://hujhax.livejournal.com/881951.html#j,TV,2013-05-28T04:44:00Z,1x01-1x03
Arrested Development,http://hujhax.livejournal.com/881951.html#ad,TV,2013-05-28T04:44:00Z,4x01-4x03
House of Cards,http://hujhax.livejournal.com/881451.html#hoc,TV,2013-05-21T01:18:00Z,"2013, 1x07-1x13"
Stephen Fry in America,http://hujhax.livejournal.com/877740.html#sfia,TV,2013-04-23T08:35:00Z,
House of Cards,http://hujhax.livejournal.com/877740.html#hoc,TV,2013-04-23T08:35:00Z,"2013, 1x01-1x06"
Dark Force Rising,http://hujhax.livejournal.com/876164.html#dfr,book,2013-04-02T05:30:00Z,audiobook
John Carter,http://hujhax.livejournal.com/875330.html#jc,movie,2013-03-19T05:30:00Z,
Downton Abbey,http://hujhax.livejournal.com/875330.html#da,TV,2013-03-19T05:30:00Z,series one
Tucker & Dale vs Evil,http://hujhax.livejournal.com/872993.html#t&dve,movie,2013-03-05T05:23:00Z,
Misfits,http://hujhax.livejournal.com/872993.html#m,TV,2013-03-05T05:23:00Z,series two
Harry Potter and the Order of the Phoenix,http://hujhax.livejournal.com/871347.html#hp5,movie,2013-02-26T09:54:00Z,
Harry Potter and the Half-Blood Prince,http://hujhax.livejournal.com/871347.html#hp6,movie,2013-02-26T09:54:00Z,
"Harry Potter and the Deathly Hallows, Part One",http://hujhax.livejournal.com/871347.html#hp7a,movie,2013-02-26T09:54:00Z,
"Harry Potter and the Deathly Hallows, Part Two",http://hujhax.livejournal.com/871347.html#hp7b,movie,2013-02-26T09:54:00Z,
Harry Potter and the Sorcerer's Stone,http://hujhax.livejournal.com/869174.html#hp1,movie,2013-02-19T00:19:00Z,
Harry Potter and the Chamber of Secrets,http://hujhax.livejournal.com/869174.html#hp2,movie,2013-02-19T00:19:00Z,
Harry Potter and the Prisoner of Azkaban,http://hujhax.livejournal.com/869174.html#hp3,movie,2013-02-19T00:19:00Z,
Harry Potter and the Goblet of Fire,http://hujhax.livejournal.com/869174.html#hp4,movie,2013-02-19T00:19:00Z,
Return of the Jedi,http://hujhax.livejournal.com/868087.html#rotj,movie,2013-02-04T04:44:00Z,
Sherlock,http://hujhax.livejournal.com/868087.html#s,TV,2013-02-04T04:44:00Z,series 2
Queen & Country: On Broken Ground,http://hujhax.livejournal.com/868087.html#q&c,book,2013-02-04T04:44:00Z,
"The League of Extraordinary Gentlemen, Vol. 1",http://hujhax.livejournal.com/868087.html#tloeg,book,2013-02-04T04:44:00Z,
"Devil on the Moon, a Doc Savage Adventure",http://hujhax.livejournal.com/868087.html#dotm,book,2013-02-04T04:44:00Z,
The Shadow,http://hujhax.livejournal.com/868087.html#ts,other,2013-02-04T04:44:00Z,radio serial
The Green Hornet,http://hujhax.livejournal.com/868087.html#tgh,other,2013-02-04T04:44:00Z,radio serial
Batman: Year One,http://hujhax.livejournal.com/867270.html#byo,movie,2013-01-29T10:05:00Z,
Batman: Under the Red Hood,http://hujhax.livejournal.com/867270.html#butrh,movie,2013-01-29T10:05:00Z,
The Dark Knight Rises,http://hujhax.livejournal.com/867270.html#tdkr,movie,2013-01-29T10:05:00Z,
Captain America: The First Avenger,http://hujhax.livejournal.com/867270.html#ca:tfa,movie,2013-01-29T10:05:00Z,
Sherlock Holmes: A Game of Shadows,http://hujhax.livejournal.com/867270.html#shagos,movie,2013-01-29T10:05:00Z,
Scott Pilgrim vs. The World,http://hujhax.livejournal.com/867270.html#spvtw,movie,2013-01-29T10:05:00Z,
The Lord of the Rings,http://hujhax.livejournal.com/866414.html#lotr,movie,2013-01-15T09:14:00Z,
Buffy: Season 8,http://hujhax.livejournal.com/865886.html#bs8,book,2013-01-08T21:51:00Z,
The Hobbit: An Unexpected Journey,http://hujhax.livejournal.com/864931.html#th,movie,2012-12-31T23:23:00Z,
The Empire Strikes Back,http://hujhax.livejournal.com/864931.html#tesb,movie,2012-12-31T23:23:00Z,
The Hunger Games,http://hujhax.livejournal.com/864931.html#thg,book,2012-12-31T23:23:00Z,
Star Wars,http://hujhax.livejournal.com/863930.html#sw,movie,2012-12-17T22:13:00Z,
Parks and Recreation,http://hujhax.livejournal.com/863930.html#p&r,TV,2012-12-17T22:13:00Z,3x01-3x09
Heir to the Empire,http://hujhax.livejournal.com/863930.html#htte,book,2012-12-17T22:13:00Z,audiobook
That Mitchell & Webb Look,http://hujhax.livejournal.com/858743.html#tm&wl,TV,2012-10-30T07:54:00Z,series one
Louie,http://hujhax.livejournal.com/858743.html#l,TV,2012-10-30T07:54:00Z,seasons one and two
Parks and Recreation,http://hujhax.livejournal.com/852812.html#par,TV,2012-09-17T05:02:00Z,2x21-2x24
Frontline: Digital Nation,http://hujhax.livejournal.com/852812.html#fnd,TV,2012-09-17T05:02:00Z,
Parks and Recreation,http://hujhax.livejournal.com/849774.html#par,TV,2012-08-28T02:59:00Z,2x01-2x20
Misfits,http://hujhax.livejournal.com/848868.html#m,TV,2012-08-21T08:36:00Z,"1x05-1x06, spoilers"
Doctor Who,http://hujhax.livejournal.com/848868.html#dw,TV,2012-08-21T08:36:00Z,series six Christmas special
The Big Short,http://hujhax.livejournal.com/848868.html#tbs,book,2012-08-21T08:36:00Z,
Switch,http://hujhax.livejournal.com/848868.html#s,book,2012-08-21T08:36:00Z,
Misfits,http://hujhax.livejournal.com/839283.html#m,TV,2012-07-10T05:19:00Z,"1x01-1x04, minor spoilers"
Parks and Recreation,http://hujhax.livejournal.com/838255.html#p&r,TV,2012-07-02T22:40:00Z,season one
Mad Men,http://hujhax.livejournal.com/836677.html#mm,TV,2012-06-26T05:20:00Z,"2x09-2x13, spoilers"
Friday Night Lights,http://hujhax.livejournal.com/836113.html#fnl,TV,2012-06-19T00:05:00Z,"4x09-4x13, spoilers"
Mad Men,http://hujhax.livejournal.com/836113.html#mm,TV,2012-06-19T00:05:00Z,"2x01-2x08, minor spoilers"
The Iron Giant,http://hujhax.livejournal.com/834765.html#tig,movie,2012-06-04T21:50:00Z,
Dead Poets Society,http://hujhax.livejournal.com/834765.html#dps,movie,2012-06-04T21:50:00Z,
Friday Night Lights,http://hujhax.livejournal.com/834765.html#fnl,TV,2012-06-04T21:50:00Z,4x01-4x09
Avatar,http://hujhax.livejournal.com/833943.html#a1,TV,2012-05-28T00:30:00Z,seasons 1 & 2
Avatar,http://hujhax.livejournal.com/833943.html#a2,TV,2012-05-28T00:30:00Z,season 3
Community,http://hujhax.livejournal.com/833943.html#c,TV,2012-05-28T00:30:00Z,season 3
Battleground,http://hujhax.livejournal.com/833943.html#b,TV,2012-05-28T00:30:00Z,season 1
The Cabin in the Woods,http://hujhax.livejournal.com/829915.html#tcitw,movie,2012-04-23T05:47:00Z,spoilers
Terriers,http://hujhax.livejournal.com/829915.html#t,TV,2012-04-23T05:47:00Z,1x12-1x13
Community,http://hujhax.livejournal.com/829915.html#c,TV,2012-04-23T05:47:00Z,season two
Louie,http://hujhax.livejournal.com/829915.html#l,TV,2012-04-23T05:47:00Z,season one
Terriers,http://hujhax.livejournal.com/827558.html#t,TV,2012-04-09T22:54:00Z,1x05-1x11
Terriers,http://hujhax.livejournal.com/826166.html#t,TV,2012-04-02T08:59:00Z,1x01-1x04
Doctor Who,http://hujhax.livejournal.com/825027.html#dw,TV,2012-03-27T07:22:00Z,"6x08-6x13, spoilers"
Archer,http://hujhax.livejournal.com/825027.html#a,TV,2012-03-27T07:22:00Z,season two
Angel,http://hujhax.livejournal.com/823018.html#a,TV,2012-03-20T03:37:00Z,"various, spoilers"
Doctor Who,http://hujhax.livejournal.com/823018.html#dw,TV,2012-03-20T03:37:00Z,"6x01-6x06, spoilers"
Doctor Who,http://hujhax.livejournal.com/821107.html#dw,TV,2012-03-12T02:51:00Z,"5x10-5x13, spoilers"
Doctor Who: City of Death,http://hujhax.livejournal.com/821107.html#dw:cod,TV,2012-03-12T02:51:00Z,
Doctor Who: The Caves of Androgavi,http://hujhax.livejournal.com/821107.html#dw:tcoa,TV,2012-03-12T02:51:00Z,
Angel,http://hujhax.livejournal.com/821107.html#a1,TV,2012-03-12T02:51:00Z,"2x01-2x10, spoilers"
Angel,http://hujhax.livejournal.com/821107.html#a2,TV,2012-03-12T02:51:00Z,"5x14-5x16, spoilers"
Rainbows End,http://hujhax.livejournal.com/821107.html#re,book,2012-03-12T02:51:00Z,
Doctor Who,http://hujhax.livejournal.com/815932.html#dw,TV,2012-02-06T23:03:00Z,"2007, 3x01-4x02"
Doctor Who,http://hujhax.livejournal.com/814239.html#dw,TV,2012-01-31T04:19:00Z,"2006, 2x06-2x13"
The Muppets Take Manhattan,http://hujhax.livejournal.com/812652.html#tmtm,movie,2012-01-24T07:27:00Z,
Star Trek,http://hujhax.livejournal.com/812652.html#st,TV,2012-01-24T07:27:00Z,"The Original Series, 2x01-2x09"
The Twilight Zone,http://hujhax.livejournal.com/812652.html#ttz,TV,2012-01-24T07:27:00Z,season 1
Doctor Who,http://hujhax.livejournal.com/812652.html#dw,TV,2012-01-24T07:27:00Z,"2006, 2x01-2x05"
Star Trek,http://hujhax.livejournal.com/806445.html#st:tos,TV,2011-12-26T16:51:00Z,"The Original Series, various"
The Twilight Zone,http://hujhax.livejournal.com/806445.html#ttz,TV,2011-12-26T16:51:00Z,various
Tangled,http://hujhax.livejournal.com/804223.html#t,movie,2011-12-20T05:14:00Z,
Our Mutual Friend,http://hujhax.livejournal.com/803096.html#omf,TV,2011-12-13T04:02:00Z,BBC 1998
The Twilight Zone,http://hujhax.livejournal.com/803096.html#ttz,TV,2011-12-13T04:02:00Z,1x01-1x08
A Tale of Two Cities,http://hujhax.livejournal.com/803096.html#atotc,book,2011-12-13T04:02:00Z,audiobook
Sketches By Boz,http://hujhax.livejournal.com/803096.html#sbb,book,2011-12-13T04:02:00Z,
Insurance for Dummies,http://hujhax.livejournal.com/799529.html#ifd,book,2011-10-31T03:40:00Z,
Sports Night,http://hujhax.livejournal.com/793654.html#sn,TV,2011-10-10T16:06:00Z,season one
Little Dorrit [BBC 1988],http://hujhax.livejournal.com/793654.html#ld,TV,2011-10-10T16:06:00Z,
Your Money:  The Missing Manual,http://hujhax.livejournal.com/793654.html#ymtmm,book,2011-10-10T16:06:00Z,
The Omnivore's Dilemma,http://hujhax.livejournal.com/793654.html#tod,book,2011-10-10T16:06:00Z,audiobook
What Every BODY Is Saying,http://hujhax.livejournal.com/793654.html#webis,book,2011-10-10T16:06:00Z,
Waking Sleeping Beauty,http://hujhax.livejournal.com/787006.html#wsb,movie,2011-09-13T04:21:00Z,
"Beverly Hills, 90210",http://hujhax.livejournal.com/787006.html#bh90210,TV,2011-09-13T04:21:00Z,3x01-3x14
Under the Black Flag,http://hujhax.livejournal.com/787006.html#utbf,book,2011-09-13T04:21:00Z,
Zombie Spaceship Wasteland,http://hujhax.livejournal.com/787006.html#zsw,book,2011-09-13T04:21:00Z,
"How Risky Is It, Really?",http://hujhax.livejournal.com/787006.html#hriir,book,2011-09-13T04:21:00Z,
Zoo City,http://hujhax.livejournal.com/773190.html#zc,book,2011-08-09T04:18:00Z,
Y: The Last Man,http://hujhax.livejournal.com/773190.html#ytlm,book,2011-08-09T04:18:00Z,"deluxe edition, vols. 4 and 5"
Super 8,http://hujhax.livejournal.com/769494.html#s8,movie,2011-07-25T13:46:00Z,
Archer,http://hujhax.livejournal.com/769494.html#a,TV,2011-07-25T13:46:00Z,1x01-1x08
"Beverly Hills, 90210",http://hujhax.livejournal.com/769494.html#90210,TV,2011-07-25T13:46:00Z,season one
Effective Communication Skills,http://hujhax.livejournal.com/769494.html#ecs,book,2011-07-25T13:46:00Z,audiocourse
The Assertiveness Workbook,http://hujhax.livejournal.com/769494.html#taw,book,2011-07-25T13:46:00Z,
Schulz and Peanuts,http://hujhax.livejournal.com/769494.html#sap,book,2011-07-25T13:46:00Z,
The Making of Indiana Jones,http://hujhax.livejournal.com/769494.html#tmoij,book,2011-07-25T13:46:00Z,
Modern Romance,http://hujhax.livejournal.com/758050.html#mr,movie,2011-05-23T18:13:00Z,mild spoilers
Community,http://hujhax.livejournal.com/758050.html#c,TV,2011-05-23T18:13:00Z,"1x20-1x25, mild spoilers"
Sherlock,http://hujhax.livejournal.com/758050.html#s,TV,2011-05-23T18:13:00Z,"series 1, mild spoilers"
Community,http://hujhax.livejournal.com/756250.html#c,TV,2011-05-09T20:14:00Z,1x14-1x19
European Thought and Culture in the 19th Century,http://hujhax.livejournal.com/756250.html#etacit1c,book,2011-05-09T20:14:00Z,audiocourse
Time Off: A Psychological Guide to Vacations,http://hujhax.livejournal.com/755401.html#to,book,2011-05-02T20:25:00Z,
The Killers,http://hujhax.livejournal.com/753307.html#tk,movie,2011-04-26T04:37:00Z,spoilers
Game of Thrones,http://hujhax.livejournal.com/753307.html#got,TV,2011-04-26T04:37:00Z,1x01
Y:  The Last Man,http://hujhax.livejournal.com/753307.html#ytlm,book,2011-04-26T04:37:00Z,"The Deluxe Edition, vols. 1-3"
"Murder, My Sweet",http://hujhax.livejournal.com/751943.html#mms,movie,2011-04-19T01:25:00Z,
The Muppet Show,http://hujhax.livejournal.com/751943.html#tms,TV,2011-04-19T01:25:00Z,2x14-2x19
Don't Think of an Elephant,http://hujhax.livejournal.com/751943.html#dtoae,book,2011-04-19T01:25:00Z,audiobook
The War for Late Night,http://hujhax.livejournal.com/751943.html#twfln,book,2011-04-19T01:25:00Z,
Touch of Evil,http://hujhax.livejournal.com/748352.html#toe,movie,2011-04-05T03:18:00Z,
Community,http://hujhax.livejournal.com/745238.html#c,TV,2011-03-29T04:33:00Z,1x01-1x07
Community,http://hujhax.livejournal.com/745238.html#c2,TV,2011-03-29T04:33:00Z,1x08-1x13
Building Great Sentences,http://hujhax.livejournal.com/745238.html#bgs,book,2011-03-29T04:33:00Z,
The Man in the High Castle,http://hujhax.livejournal.com/745238.html#tmithc,book,2011-03-29T04:33:00Z,spoilers
Kansas City Confidential,http://hujhax.livejournal.com/739432.html#kcc,movie,2011-03-08T05:42:00Z,spoilers
The Killing,http://hujhax.livejournal.com/739432.html#tk,movie,2011-03-08T05:42:00Z,spoilers
Sex at Dawn,http://hujhax.livejournal.com/739432.html#sad,book,2011-03-08T05:42:00Z,
Breakfast at Twilight,http://hujhax.livejournal.com/739432.html#bat,book,2011-03-08T05:42:00Z,
Avatar:  The Last Airbender,http://hujhax.livejournal.com/734247.html#a:tla,TV,2011-02-21T22:52:00Z,2x18-2x20
Cry Danger,http://hujhax.livejournal.com/732547.html#cd,movie,2011-02-15T04:48:00Z,spoilers
Dark City,http://hujhax.livejournal.com/732547.html#dc,book,2011-02-15T04:48:00Z,
Avatar:  The Last Airbender,http://hujhax.livejournal.com/730161.html#a:tla,TV,2011-02-07T15:38:00Z,"2x15-2x17, spoilers"
The Asphalt Jungle,http://hujhax.livejournal.com/728539.html#taj,movie,2011-02-01T02:41:00Z,
Appointment With Crime,http://hujhax.livejournal.com/728539.html#awc,movie,2011-02-01T02:41:00Z,
Avatar:  The Last Airbender,http://hujhax.livejournal.com/728539.html#a:tla,TV,2011-02-01T02:41:00Z,2x06-2x13
Einstein's Dreams,http://hujhax.livejournal.com/728539.html#ed,book,2011-02-01T02:41:00Z,
My Boring-Ass Life,http://hujhax.livejournal.com/728539.html#mbal,book,2011-02-01T02:41:00Z,
A Game of Thrones,http://hujhax.livejournal.com/728539.html#agot,book,2011-02-01T02:41:00Z,
Party Down,http://hujhax.livejournal.com/724811.html#pd,TV,2011-01-25T05:22:00Z,season two
Avatar:  The Last Airbender,http://hujhax.livejournal.com/724811.html#a:tla,TV,2011-01-25T05:22:00Z,2x01-2x05
The World Without Us,http://hujhax.livejournal.com/724811.html#twwu,book,2011-01-25T05:22:00Z,
Avatar:  The Last Airbender,http://hujhax.livejournal.com/722634.html#a:tla,TV,2011-01-18T05:12:00Z,1x05-1x20
Better Off Ted,http://hujhax.livejournal.com/722634.html#bot,TV,2011-01-18T05:12:00Z,2x10-2x13
Avatar:  The Last Airbender,http://hujhax.livejournal.com/720993.html#a:tla,TV,2011-01-11T04:03:00Z,1x01-1x04
Better Off Ted,http://hujhax.livejournal.com/720993.html#bot,TV,2011-01-11T04:03:00Z,2x01-2x09
Breaking Bad,http://hujhax.livejournal.com/720993.html#bb,TV,2011-01-11T04:03:00Z,1x01-1x03
Friday Night Lights,http://hujhax.livejournal.com/718924.html,TV,2011-01-04T04:36:00Z,"3x11-3x13, spoilers"
Repo Man,http://hujhax.livejournal.com/717256.html#rm,movie,2010-12-27T21:03:00Z,
The Middleman:  The Complete Trade Paperback Indispensibility,http://hujhax.livejournal.com/717256.html#tm,book,2010-12-27T21:03:00Z,
Friday Night Lights,http://hujhax.livejournal.com/712786.html#fnl,TV,2010-12-20T16:55:00Z,"3x08-3x10, spoilers"
Dollhouse,http://hujhax.livejournal.com/712786.html#d,TV,2010-12-20T16:55:00Z,"2x12-2x13, spoilers"
Hard Times,http://hujhax.livejournal.com/712786.html#ht,book,2010-12-20T16:55:00Z,
Roxanne,http://hujhax.livejournal.com/710214.html#r,movie,2010-12-13T22:06:00Z,
Dollhouse,http://hujhax.livejournal.com/710214.html#d,TV,2010-12-13T22:06:00Z,"2x08-2x12, spoilers"
Dollhouse,http://hujhax.livejournal.com/705411.html#d,TV,2010-11-30T00:41:00Z,"2x04-2x07, spoilers"
Friday Night Lights,http://hujhax.livejournal.com/705411.html#fnl,TV,2010-11-30T00:41:00Z,"3x05-3x07, spoilers"
How I Became a Famous Novelist,http://hujhax.livejournal.com/705411.html#hibafn,book,2010-11-30T00:41:00Z,
Friday Night Lights,http://hujhax.livejournal.com/697216.html#fnl,TV,2010-11-15T16:28:00Z,3x01-3x04
The Logic of Life,http://hujhax.livejournal.com/697216.html#tlol,book,2010-11-15T16:28:00Z,
State and Main,http://hujhax.livejournal.com/694993.html#s&m,movie,2010-11-09T03:03:00Z,spoilers
Dollhouse,http://hujhax.livejournal.com/694993.html#d,TV,2010-11-09T03:03:00Z,"2x01-2x03, spoilers"
Click,http://hujhax.livejournal.com/694993.html#c,book,2010-11-09T03:03:00Z,
In the Loop,http://hujhax.livejournal.com/692272.html#itl,movie,2010-11-01T17:42:00Z,
Gavin & Stacey,http://hujhax.livejournal.com/692272.html#g&s,TV,2010-11-01T17:42:00Z,Series 1
American Psycho,http://hujhax.livejournal.com/692272.html#ap,book,2010-11-01T17:42:00Z,
First Impressions:  What You Don't Know About How Others See You,http://hujhax.livejournal.com/689952.html#fi,book,2010-10-26T04:01:00Z,
Sherlock Holmes,http://hujhax.livejournal.com/687713.html#sh,movie,2010-10-18T17:38:00Z,"2009, spoilers"
Burn Notice,http://hujhax.livejournal.com/686174.html#bn,TV,2010-10-11T22:12:00Z,"3x13-3x16, spoilers"
Glee,http://hujhax.livejournal.com/686174.html#g,TV,2010-10-11T22:12:00Z,"1x21-1x22, spoilers"
Ponyo,http://hujhax.livejournal.com/684180.html#p,movie,2010-10-05T00:05:00Z,
Doctor Who,http://hujhax.livejournal.com/684180.html#dw,TV,2010-10-05T00:05:00Z,"1x11-1x13, spoilers"
Glee,http://hujhax.livejournal.com/684180.html#g,TV,2010-10-05T00:05:00Z,1x18-1x20
Footnotes in Gaza,http://hujhax.livejournal.com/684180.html#fig,book,2010-10-05T00:05:00Z,
Predictably Irrational,http://hujhax.livejournal.com/684180.html#pi,book,2010-10-05T00:05:00Z,
Glee,http://hujhax.livejournal.com/681733.html#g,TV,2010-09-28T04:28:00Z,1x14-1x17
Burn Notice,http://hujhax.livejournal.com/681733.html#bn,TV,2010-09-28T04:28:00Z,"3x09-3x12, spoilers"
Chuck,http://hujhax.livejournal.com/679233.html#c,TV,2010-09-21T04:43:00Z,2x21-2x22
Snow,http://hujhax.livejournal.com/679233.html#s,book,2010-09-21T04:43:00Z,
This Film Is Not Yet Rated,http://hujhax.livejournal.com/677564.html#tfinyr,movie,2010-09-13T21:46:00Z,
Burn Notice,http://hujhax.livejournal.com/677564.html#bn,TV,2010-09-13T21:46:00Z,3x05-3x08
Commentary!,http://hujhax.livejournal.com/677564.html#c!,TV,2010-09-13T21:46:00Z,
Toy Story 3,http://hujhax.livejournal.com/671967.html#ts3,movie,2010-08-31T03:24:00Z,mild spoilers
Inception,http://hujhax.livejournal.com/671967.html#ince,movie,2010-08-31T03:24:00Z,spoilers
Doctor Who,http://hujhax.livejournal.com/671967.html#dw,TV,2010-08-31T03:24:00Z,"2005, 1x01-1x10"
Chuck,http://hujhax.livejournal.com/671967.html#c,TV,2010-08-31T03:24:00Z,2x09-2x20
Burn Notice,http://hujhax.livejournal.com/671967.html#bn,TV,2010-08-31T03:24:00Z,3x02-3x05
Album Review:  OK Computer,http://hujhax.livejournal.com/671967.html#arokc,TV,2010-08-31T03:24:00Z,
Why Things Break,http://hujhax.livejournal.com/671967.html#wtb,book,2010-08-31T03:24:00Z,
Incognito,http://hujhax.livejournal.com/671967.html#inco,book,2010-08-31T03:24:00Z,
Blowback,http://hujhax.livejournal.com/671967.html#b,other,2010-08-31T03:24:00Z,RPG
The Tobolowsky Files,http://hujhax.livejournal.com/671967.html#ttf,other,2010-08-31T03:24:00Z,
Chuck,http://hujhax.livejournal.com/661970.html#c,TV,2010-07-26T21:29:00Z,2x01-2x08
Better Off Ted,http://hujhax.livejournal.com/661970.html#bot,TV,2010-07-26T21:29:00Z,season one
Small Giants,http://hujhax.livejournal.com/661970.html#sg,book,2010-07-26T21:29:00Z,
How to Cheat at Everything,http://hujhax.livejournal.com/661970.html#htcae,book,2010-07-26T21:29:00Z,
Adventureland,http://hujhax.livejournal.com/659003.html#a,movie,2010-07-13T04:24:00Z,
Black Dynamite,http://hujhax.livejournal.com/659003.html#bd,movie,2010-07-13T04:24:00Z,
This Emotional Life,http://hujhax.livejournal.com/659003.html#tel,TV,2010-07-13T04:24:00Z,disc one
The Guild,http://hujhax.livejournal.com/654421.html#tg,TV,2010-06-28T14:04:00Z,season three
Talent is Overrated,http://hujhax.livejournal.com/654421.html#tio,book,2010-06-28T14:04:00Z,
UHF,http://hujhax.livejournal.com/649385.html#uhf,movie,2010-06-14T13:32:00Z,
The Informant!,http://hujhax.livejournal.com/649385.html#it,movie,2010-06-14T13:32:00Z,
Up in the Air,http://hujhax.livejournal.com/649385.html#uita,movie,2010-06-14T13:32:00Z,
LOST,http://hujhax.livejournal.com/649385.html#l,TV,2010-06-14T13:32:00Z,"6x16, spoilers"
LOST,http://hujhax.livejournal.com/649385.html#lfinale,TV,2010-06-14T13:32:00Z,"6x17, spoilers"
Dexter,http://hujhax.livejournal.com/649385.html#d,TV,2010-06-14T13:32:00Z,"1x14, spoilers"
Party Down,http://hujhax.livejournal.com/649385.html#pd,TV,2010-06-14T13:32:00Z,season one
The Four-Hour Work Week,http://hujhax.livejournal.com/649385.html#t4hww,book,2010-06-14T13:32:00Z,
Tube of Plenty,http://hujhax.livejournal.com/649385.html#top,book,2010-06-14T13:32:00Z,
Criminal:  The Deluxe Edition,http://hujhax.livejournal.com/649385.html#c,book,2010-06-14T13:32:00Z,
The Hurt Locker,http://hujhax.livejournal.com/641800.html#thl,movie,2010-05-17T14:38:00Z,
Pineapple Express,http://hujhax.livejournal.com/641800.html#pe,movie,2010-05-17T14:38:00Z,
LOST,http://hujhax.livejournal.com/641800.html#l,TV,2010-05-17T14:38:00Z,"6x15, spoilers"
