title,link,media_type,post_date,parenthetical
Undertale,http://hujhax.livejournal.com/1062128.html#undertale,other,2019-11-04T01:45:00Z,video game
Islanders,http://hujhax.livejournal.com/1061084.html#islanders,other,2019-10-21T00:23:00Z,video game
Tacoma,http://hujhax.livejournal.com/1061084.html#tacoma,other,2019-10-21T00:23:00Z,video game
Superman: Red Son,http://hujhax.livejournal.com/1060573.html#superman,book,2019-10-14T03:25:00Z,
All Is True,http://hujhax.livejournal.com/1060573.html#all,movie,2019-10-14T03:25:00Z,
My Cousin Vinny,http://hujhax.livejournal.com/1060573.html#vinny,movie,2019-10-14T03:25:00Z,
Yesterday,http://hujhax.livejournal.com/1060573.html#yesterday,movie,2019-10-14T03:25:00Z,
Good Omens,http://hujhax.livejournal.com/1060573.html#omens,TV,2019-10-14T03:25:00Z,
Give People Money,http://hujhax.livejournal.com/1058963.html#money,book,2019-09-17T04:58:00Z,
Plant Science: An Introduction to Botany,http://hujhax.livejournal.com/1058963.html#botany,book,2019-09-17T04:58:00Z,audiocourse
The Road to El Dorado,http://hujhax.livejournal.com/1058963.html#dorado,movie,2019-09-17T04:58:00Z,
Between the World and Me,http://hujhax.livejournal.com/1058075.html#world,book,2019-09-09T20:26:00Z,
The Snagglepuss Chronicles,http://hujhax.livejournal.com/1058075.html#snagglepuss,book,2019-09-09T20:26:00Z,
The Good Place,http://hujhax.livejournal.com/1058075.html#good,TV,2019-09-09T20:26:00Z,Season Three
Medical School for Everyone: Grand Rounds,http://hujhax.livejournal.com/1057385.html#medicine,book,2019-08-27T02:37:00Z,audiocourse
Black Swan,http://hujhax.livejournal.com/1057385.html#swan,movie,2019-08-27T02:37:00Z,
Agent Carter,http://hujhax.livejournal.com/1057385.html#carter,TV,2019-08-27T02:37:00Z,season one
Stranger Things,http://hujhax.livejournal.com/1056838.html#things,TV,2019-08-20T02:49:00Z,season three
Veronica Mars,http://hujhax.livejournal.com/1056838.html#vmars,TV,2019-08-20T02:49:00Z,season four
The 7½ Deaths of Evelyn Hardcastle,http://hujhax.livejournal.com/1055499.html#deaths,book,2019-07-29T14:23:00Z,
Stalker,http://hujhax.livejournal.com/1055499.html#stalker,movie,2019-07-29T14:23:00Z,
Wreck-It Ralph,http://hujhax.livejournal.com/1055499.html#wreck,movie,2019-07-29T14:23:00Z,
Crazy Ex-Girlfriend,http://hujhax.livejournal.com/1055499.html#cxg,TV,2019-07-29T14:23:00Z,season three
The Room Three,http://hujhax.livejournal.com/1055499.html#room,TV,2019-07-29T14:23:00Z,
Old Man's Journey,http://hujhax.livejournal.com/1055499.html#puzzlers,TV,2019-07-29T14:23:00Z,
One Day at a Time,http://hujhax.livejournal.com/1054620.html#one,TV,2019-06-30T22:37:00Z,season one
The Room and The Room Two,http://hujhax.livejournal.com/1054620.html#room,other,2019-06-30T22:37:00Z,video games
Westworld,http://hujhax.livejournal.com/1053872.html#westworld,TV,2019-06-18T02:53:00Z,season one
Language Families of the World,http://hujhax.livejournal.com/1053415.html#language,book,2019-06-10T02:50:00Z,audiocourse
Avengers: Endgame,http://hujhax.livejournal.com/1052827.html#endgame,movie,2019-06-03T05:03:00Z,
Mission Impossible: Fallout,http://hujhax.livejournal.com/1052827.html#fallout,movie,2019-06-03T05:03:00Z,
How to Improve Your Foreign Language Immediately,http://hujhax.livejournal.com/1052014.html#immediately,book,2019-05-28T05:42:00Z,
Fleabag,http://hujhax.livejournal.com/1052014.html#fleabag,TV,2019-05-28T05:42:00Z,season 1
The Tick,http://hujhax.livejournal.com/1052014.html#tick,TV,2019-05-28T05:42:00Z,"2016, season 1"
Mission Impossible: Rogue Nation,http://hujhax.livejournal.com/1051327.html#mission,movie,2019-05-12T23:31:00Z,
Good As Gone,http://hujhax.livejournal.com/1050211.html#gone,book,2019-05-06T05:56:00Z,
Powers,http://hujhax.livejournal.com/1050211.html#powers,book,2019-05-06T05:56:00Z,
Captain Marvel,http://hujhax.livejournal.com/1050211.html#marvel,movie,2019-05-06T05:56:00Z,
Don't Think Twice,http://hujhax.livejournal.com/1050211.html#think,movie,2019-05-06T05:56:00Z,
Mission: Impossible  Ghost Protocol,http://hujhax.livejournal.com/1050211.html#mission,movie,2019-05-06T05:56:00Z,
The Dragon Prince,http://hujhax.livejournal.com/1050211.html#dragon,TV,2019-05-06T05:56:00Z,season 2
The History and Achievements of the Islamic Golden Age,http://hujhax.livejournal.com/1048642.html#islam,book,2019-04-08T03:29:00Z,audiocourse
Vegetable Gardening for Dummies,http://hujhax.livejournal.com/1048642.html#vegetables,book,2019-04-08T03:29:00Z,
Mission Impossible 3,http://hujhax.livejournal.com/1048642.html#mission,movie,2019-04-08T03:29:00Z,spoilers
GLOW,http://hujhax.livejournal.com/1048642.html#glow,TV,2019-04-08T03:29:00Z,season 1
Mission Impossible 2,http://hujhax.livejournal.com/1047568.html#mission,movie,2019-03-25T01:37:00Z,
Philosophy: The Basics,http://hujhax.livejournal.com/1047178.html#philosophy,book,2019-03-17T21:17:00Z,
Avengers: Infinity War,http://hujhax.livejournal.com/1047178.html#avengers,movie,2019-03-17T21:17:00Z,
Mission Impossible,http://hujhax.livejournal.com/1047178.html#mission,movie,2019-03-17T21:17:00Z,
Five Came Back,http://hujhax.livejournal.com/1046349.html#five,book,2019-03-11T03:54:00Z,
Gardening Basics for Dummies,http://hujhax.livejournal.com/1046349.html#gardening,book,2019-03-11T03:54:00Z,
The Leftovers,http://hujhax.livejournal.com/1046349.html#leftovers,TV,2019-03-11T03:54:00Z,season 1
Hawkeye,http://hujhax.livejournal.com/1046262.html#hawkeye,book,2019-03-04T00:23:00Z,
Medical School for Everyone: Emergency Medicine,http://hujhax.livejournal.com/1046262.html#medicine,book,2019-03-04T00:23:00Z,
Snow Crash,http://hujhax.livejournal.com/1046262.html#snow,book,2019-03-04T00:23:00Z,
Salt Fat Acid Heat,http://hujhax.livejournal.com/1046262.html#salt,TV,2019-03-04T00:23:00Z,
Wynonna Earp,http://hujhax.livejournal.com/1046262.html#wynnona,TV,2019-03-04T00:23:00Z,season 1
Anastasia,http://hujhax.livejournal.com/1046262.html#anastasia,other,2019-03-04T00:23:00Z,touring musical
1491,http://hujhax.livejournal.com/1043835.html#1491,book,2019-01-28T00:52:00Z,
How Conversations Work,http://hujhax.livejournal.com/1043835.html#conversations,book,2019-01-28T00:52:00Z,
Into the Spider-Verse,http://hujhax.livejournal.com/1043835.html#spider,movie,2019-01-28T00:52:00Z,
How to Improvise a Full-Length Play,http://hujhax.livejournal.com/1043245.html#improv,book,2019-01-21T02:14:00Z,
How to Invent Everything,http://hujhax.livejournal.com/1043245.html#invent,book,2019-01-21T02:14:00Z,
Los Ojos de Carmen,http://hujhax.livejournal.com/1043245.html#ojos,book,2019-01-21T02:14:00Z,
Star Wars: Princess Leia,http://hujhax.livejournal.com/1043245.html#leia,book,2019-01-21T02:14:00Z,comic
Teach Like a Champion,http://hujhax.livejournal.com/1043245.html#teach,book,2019-01-21T02:14:00Z,
The Dragon Prince,http://hujhax.livejournal.com/1043245.html#dragon,TV,2019-01-21T02:14:00Z,season 1
Legion,http://hujhax.livejournal.com/1043245.html#legion,TV,2019-01-21T02:14:00Z,season 1
Star Wars: Han Solo,http://hujhax.livejournal.com/1039864.html#hansolo,book,2018-11-13T03:33:00Z,comic
Lovecraft Country,http://hujhax.livejournal.com/1039864.html#lovecraft,book,2018-11-13T03:33:00Z,
Solo: A Star Wars Story,http://hujhax.livejournal.com/1039864.html#solo,movie,2018-11-13T03:33:00Z,
Archer,http://hujhax.livejournal.com/1039864.html#archer,TV,2018-11-13T03:33:00Z,season 5
Superstore,http://hujhax.livejournal.com/1039864.html#superstore,TV,2018-11-13T03:33:00Z,season 1
English in America,http://hujhax.livejournal.com/1037025.html#english,book,2018-09-10T03:19:00Z,audiocourse
Inside the Cell,http://hujhax.livejournal.com/1037025.html#cell,book,2018-09-10T03:19:00Z,
Call Me By Your Name,http://hujhax.livejournal.com/1037025.html#review,movie,2018-09-10T03:19:00Z,
Review,http://hujhax.livejournal.com/1037025.html#review,TV,2018-09-10T03:19:00Z,season 1
The Good Place,http://hujhax.livejournal.com/1037025.html#good,TV,2018-09-10T03:19:00Z,season 2
The Legend of Heroes: Trails in the Sky,http://hujhax.livejournal.com/1037025.html#legend,other,2018-09-10T03:19:00Z,First Chapter
Darth Vader,http://hujhax.livejournal.com/1035360.html#vader,book,2018-08-13T02:25:00Z,
The Final Days,http://hujhax.livejournal.com/1035360.html#days,book,2018-08-13T02:25:00Z,
Makers and Takers,http://hujhax.livejournal.com/1035360.html#takers,book,2018-08-13T02:25:00Z,
The Death of Stalin,http://hujhax.livejournal.com/1035360.html#stalin,movie,2018-08-13T02:25:00Z,
Moneyball,http://hujhax.livejournal.com/1035360.html#moneyball,movie,2018-08-13T02:25:00Z,
TableTop,http://hujhax.livejournal.com/1035360.html#tabletop,TV,2018-08-13T02:25:00Z,season 4
Horizon Chase,http://hujhax.livejournal.com/1035360.html#horizon,other,2018-08-13T02:25:00Z,video game
Proof,http://hujhax.livejournal.com/1034097.html#proof,book,2018-07-24T01:42:00Z,
Humans,http://hujhax.livejournal.com/1034097.html#humans,book,2018-07-24T01:42:00Z,
The Thrilling Adventures of Lovelace and Babbage,http://hujhax.livejournal.com/1034097.html#lovelace,book,2018-07-24T01:42:00Z,
Brooklyn Nine Nine,http://hujhax.livejournal.com/1033611.html#brooklyn,TV,2018-07-17T01:13:00Z,season 1
Mr. Robot,http://hujhax.livejournal.com/1033611.html#robot,TV,2018-07-17T01:13:00Z,season 1
Thaumistry: In Charm's Way,http://hujhax.livejournal.com/1033611.html#thaumistry,TV,2018-07-17T01:13:00Z,
Cat Quest,http://hujhax.livejournal.com/1033091.html#cat,TV,2018-07-09T05:12:00Z,
Life Is Strange,http://hujhax.livejournal.com/1033091.html#strange,TV,2018-07-09T05:12:00Z,season 1
Law School for Everyone,http://hujhax.livejournal.com/1032398.html#law,book,2018-07-03T03:09:00Z,
An Inspector Calls,http://hujhax.livejournal.com/1032398.html#inspector,book,2018-07-03T03:09:00Z,
August: Osage County,http://hujhax.livejournal.com/1032398.html#August,book,2018-07-03T03:09:00Z,
Deadpool,http://hujhax.livejournal.com/1032398.html#deadpool,movie,2018-07-03T03:09:00Z,
How to Not Be Wrong,http://hujhax.livejournal.com/1030226.html#not-wrong,book,2018-06-12T02:24:00Z,
17 Equations That Changed the World,http://hujhax.livejournal.com/1030226.html#equations,book,2018-06-12T02:24:00Z,
Lady Bird,http://hujhax.livejournal.com/1030226.html#bird,movie,2018-06-12T02:24:00Z,
Based on a True Story,http://hujhax.livejournal.com/1028473.html#memoir,book,2018-05-27T22:05:00Z,
Zagreb Noir,http://hujhax.livejournal.com/1028473.html#zagreb,book,2018-05-27T22:05:00Z,
Unlimited Memory,http://hujhax.livejournal.com/1028473.html#memory,book,2018-05-27T22:05:00Z,
The People Versus O. J. Simpson,http://hujhax.livejournal.com/1028473.html#simpson,TV,2018-05-27T22:05:00Z,
Moonwalking With Einstein,http://hujhax.livejournal.com/1026847.html#einstein,book,2018-05-06T19:00:00Z,
Black Panther,http://hujhax.livejournal.com/1026847.html#panther,movie,2018-05-06T19:00:00Z,
Ex Machina,http://hujhax.livejournal.com/1026847.html#machina,movie,2018-05-06T19:00:00Z,
Paprika,http://hujhax.livejournal.com/1026847.html#paprika,movie,2018-05-06T19:00:00Z,
Jumanji: Welcome to the Jungle,http://hujhax.livejournal.com/1026847.html#jumanji,movie,2018-05-06T19:00:00Z,
Ant-Man,http://hujhax.livejournal.com/1026847.html#ant,movie,2018-05-06T19:00:00Z,
Captain America: Civil War,http://hujhax.livejournal.com/1026847.html#cap,movie,2018-05-06T19:00:00Z,
Murder on the Orient Express,http://hujhax.livejournal.com/1026847.html#murder,movie,2018-05-06T19:00:00Z,2017
Learn Japanese the Manga Way,http://hujhax.livejournal.com/1025351.html#manga,book,2018-04-16T02:52:00Z,
The World's End,http://hujhax.livejournal.com/1025351.html#end,movie,2018-04-16T02:52:00Z,
Gorogoa,http://hujhax.livejournal.com/1025351.html#gorogoa,other,2018-04-16T02:52:00Z,
The Talos Principle,http://hujhax.livejournal.com/1025351.html#talos,other,2018-04-16T02:52:00Z,
Think Like a Cat,http://hujhax.livejournal.com/1024176.html#cat,book,2018-04-02T03:01:00Z,
The Big Short,http://hujhax.livejournal.com/1024176.html#short,movie,2018-04-02T03:01:00Z,
Get Out,http://hujhax.livejournal.com/1024176.html#getout,movie,2018-04-02T03:01:00Z,spoilers
John Wick,http://hujhax.livejournal.com/1024176.html#wick,movie,2018-04-02T03:01:00Z,
Kedi,http://hujhax.livejournal.com/1024176.html#kedi,movie,2018-04-02T03:01:00Z,
Crazy Ex-Girlfriend,http://hujhax.livejournal.com/1024176.html#cxg,TV,2018-04-02T03:01:00Z,"season 2, spoilers"
The Expanse,http://hujhax.livejournal.com/1024176.html#expanse,TV,2018-04-02T03:01:00Z,"season 1, spoilers"
Food: A Culinary History,http://hujhax.livejournal.com/1020748.html#food,book,2018-03-12T06:29:00Z,audiocourse
Turning Points of World History,http://hujhax.livejournal.com/1020748.html#turning,book,2018-03-12T06:29:00Z,audiocourse
Who Fears Death,http://hujhax.livejournal.com/1020748.html#death,book,2018-03-12T06:29:00Z,
Atlanta,http://hujhax.livejournal.com/1020748.html#atlanta,TV,2018-03-12T06:29:00Z,season 1
Gone Home,http://hujhax.livejournal.com/1020748.html#home,other,2018-03-12T06:29:00Z,
The Man Without a Face,http://hujhax.livejournal.com/1018108.html#face,book,2018-02-13T03:36:00Z,
The Good Place,http://hujhax.livejournal.com/1017167.html#good,TV,2018-02-05T07:01:00Z,season 1
The Book of Exodus,http://hujhax.livejournal.com/1015679.html#exodus,book,2018-01-23T03:35:00Z,
Thor: God of Thunder,http://hujhax.livejournal.com/1015679.html#thor,book,2018-01-23T03:35:00Z,The God-Butcher
Doctor Strange,http://hujhax.livejournal.com/1015679.html#strange,movie,2018-01-23T03:35:00Z,
The Hateful Eight,http://hujhax.livejournal.com/1015679.html#eight,movie,2018-01-23T03:35:00Z,
Spotlight,http://hujhax.livejournal.com/1015679.html#spotlight,movie,2018-01-23T03:35:00Z,
Cat vs. Cat,http://hujhax.livejournal.com/1013449.html#cvc,book,2018-01-02T03:01:00Z,
Star Wars: Lando,http://hujhax.livejournal.com/1013449.html#l,book,2018-01-02T03:01:00Z,
The Last Jedi,http://hujhax.livejournal.com/1013449.html#tlj,movie,2018-01-02T03:01:00Z,
Crunch Time,http://hujhax.livejournal.com/1013449.html#ct,TV,2018-01-02T03:01:00Z,season 1
Jane the Virgin,http://hujhax.livejournal.com/1013449.html#jtv,TV,2018-01-02T03:01:00Z,season 1
Stranger Things,http://hujhax.livejournal.com/1013449.html#st,TV,2018-01-02T03:01:00Z,season 2
The Book of Genesis,http://hujhax.livejournal.com/1012645.html#tbog,book,2017-12-18T07:05:00Z,
Coco,http://hujhax.livejournal.com/1012645.html#c,movie,2017-12-18T07:05:00Z,spoilers
Thor: Ragnarok,http://hujhax.livejournal.com/1012645.html#t:r,movie,2017-12-18T07:05:00Z,spoilers
The Art of Language Invention,http://hujhax.livejournal.com/1010286.html#taoli,book,2017-12-05T03:01:00Z,
The Vision,http://hujhax.livejournal.com/1010286.html#tv,book,2017-12-05T03:01:00Z,
Dealt,http://hujhax.livejournal.com/1010286.html#d,movie,2017-12-05T03:01:00Z,
"If I Understood You, Would I Have This Look on My Face?","http://hujhax.livejournal.com/1009552.html#iiuy,wihtlomf?",book,2017-11-21T00:35:00Z,
The Guardians of the Galaxy,http://hujhax.livejournal.com/1009552.html#tgotg,book,2017-11-21T00:35:00Z,"2008, volumes 1 and 2"
The Unbeatable Squirrel Girl,http://hujhax.livejournal.com/1006885.html#tusg,book,2017-10-23T22:52:00Z,
The Americans,http://hujhax.livejournal.com/1006885.html#ta,TV,2017-10-23T22:52:00Z,season 1
The Complete Idiot's Guide to U.S. Government and Politics,http://hujhax.livejournal.com/1006310.html#tcigtugop,book,2017-10-16T05:37:00Z,
The Signal and the Noise,http://hujhax.livejournal.com/1006310.html#tsant,book,2017-10-16T05:37:00Z,
Deutschland 83,http://hujhax.livejournal.com/1006310.html#d83,TV,2017-10-16T05:37:00Z,
"A Doll's House, Part 2",http://hujhax.livejournal.com/1006310.html#adh:p2,TV,2017-10-16T05:37:00Z,
Hamilton,http://hujhax.livejournal.com/1006310.html#h,TV,2017-10-16T05:37:00Z,
The Infinite Wrench,http://hujhax.livejournal.com/1006310.html#tiw,TV,2017-10-16T05:37:00Z,
The Play That Goes Wrong,http://hujhax.livejournal.com/1006310.html#tptgw,TV,2017-10-16T05:37:00Z,
The Other Side of History,http://hujhax.livejournal.com/1003483.html#tosoh,book,2017-09-04T05:35:00Z,
At Risk,http://hujhax.livejournal.com/1003483.html#ar,book,2017-09-04T05:35:00Z,
Theatre of the Unimpressed,http://hujhax.livejournal.com/1003483.html#totu,book,2017-09-04T05:35:00Z,
Colossal,http://hujhax.livejournal.com/1003483.html#c,movie,2017-09-04T05:35:00Z,spoilers
Baby Driver,http://hujhax.livejournal.com/1000967.html#bd,movie,2017-08-14T05:10:00Z,
The Big Sick,http://hujhax.livejournal.com/1000967.html#tbs,movie,2017-08-14T05:10:00Z,
America's Founding Fathers,http://hujhax.livejournal.com/999070.html#aff,book,2017-07-24T05:28:00Z,audiocourse
Ghost Light,http://hujhax.livejournal.com/999070.html#gl,book,2017-07-24T05:28:00Z,audiobook
Crazy Ex-Girlfriend,http://hujhax.livejournal.com/998577.html#cxg,TV,2017-07-17T04:44:00Z,season 1
BoJack Horseman,http://hujhax.livejournal.com/998097.html#bh,TV,2017-07-10T03:40:00Z,season 2
The Carmichael Show,http://hujhax.livejournal.com/998097.html#tcs,TV,2017-07-10T03:40:00Z,season 1
O. J. Simpson: Made in America,http://hujhax.livejournal.com/998097.html#ojmia,TV,2017-07-10T03:40:00Z,
TableTop,http://hujhax.livejournal.com/998097.html#t,TV,2017-07-10T03:40:00Z,season 3
Wonder Woman,http://hujhax.livejournal.com/996525.html#ww,movie,2017-06-19T05:24:00Z,
On the Origin of Species,http://hujhax.livejournal.com/994784.html#otoos,book,2017-05-22T20:30:00Z,
The Secrets of Great Mystery and Suspense Fiction,http://hujhax.livejournal.com/994784.html#tsogmosf,book,2017-05-22T20:30:00Z,
"Guardians of the Galaxy, Vol. 2",http://hujhax.livejournal.com/994784.html#gotg2,movie,2017-05-22T20:30:00Z,
Your Name.,http://hujhax.livejournal.com/994784.html#yn,movie,2017-05-22T20:30:00Z,
Tabletop,http://hujhax.livejournal.com/994784.html#t,TV,2017-05-22T20:30:00Z,seasons 1 & 2
Good Eats,http://hujhax.livejournal.com/994784.html#ge,TV,2017-05-22T20:30:00Z,season 11
Made to Kill,http://hujhax.livejournal.com/991695.html#mtk,book,2017-04-23T23:13:00Z,
Louis CK: 2017,http://hujhax.livejournal.com/991695.html#2017,movie,2017-04-23T23:13:00Z,
Paper Girls,http://hujhax.livejournal.com/990910.html#pg,book,2017-04-17T00:01:00Z,vols. 1 & 2
Logan,http://hujhax.livejournal.com/990910.html#l,movie,2017-04-17T00:01:00Z,
Phonogram,http://hujhax.livejournal.com/990165.html#p,book,2017-04-09T21:05:00Z,vols. 1 & 2
Stuff Matters,http://hujhax.livejournal.com/990165.html#sm,book,2017-04-09T21:05:00Z,
Natural Language Processing with Python,http://hujhax.livejournal.com/988943.html#nlpwp,book,2017-04-03T05:27:00Z,
The Science of Good Cooking,http://hujhax.livejournal.com/988943.html#tsogc,book,2017-04-03T05:27:00Z,
Outsmart Yourself: Brain-Based Strategies to a Better You,http://hujhax.livejournal.com/987890.html#oy,book,2017-03-14T00:11:00Z,audiocourse
The Stanley Parable,http://hujhax.livejournal.com/987890.html#tsp,other,2017-03-14T00:11:00Z,video game
Our Magnificent Bastard Tongue,http://hujhax.livejournal.com/986249.html#ombt,book,2017-03-06T00:18:00Z,
The Lego Batman Movie,http://hujhax.livejournal.com/986249.html#tlbm,movie,2017-03-06T00:18:00Z,
The Beginner's Guide,http://hujhax.livejournal.com/986249.html#tbg,other,2017-03-06T00:18:00Z,video game
Good Eats,http://hujhax.livejournal.com/985774.html#ge,TV,2017-02-27T03:46:00Z,season 10
The Witness,http://hujhax.livejournal.com/985774.html#tw,other,2017-02-27T03:46:00Z,2016 video game
The Surveillance State,http://hujhax.livejournal.com/984696.html#tss,book,2017-02-20T04:23:00Z,audiocourse
Keanu,http://hujhax.livejournal.com/984696.html#k,movie,2017-02-20T04:23:00Z,
Ocean Waves,http://hujhax.livejournal.com/983257.html#ow,movie,2017-02-13T03:35:00Z,
The Oscar-Nominated Animated Shorts Program,http://hujhax.livejournal.com/983257.html#tonasp,movie,2017-02-13T03:35:00Z,
Veep,http://hujhax.livejournal.com/983257.html#v,TV,2017-02-13T03:35:00Z,season 1
La La Land,http://hujhax.livejournal.com/983833.html#lll,movie,2017-02-06T03:35:00Z,
Love & Friendship,http://hujhax.livejournal.com/983833.html#l&f,movie,2017-02-06T03:35:00Z,
Rogue One,http://hujhax.livejournal.com/983833.html#ro,movie,2017-02-06T03:35:00Z,
Algorithms to Live By,http://hujhax.livejournal.com/982311.html#atlb,book,2017-01-30T00:00:00Z,
An Economic History of the World since 1400,http://hujhax.livejournal.com/981711.html#econ,book,2017-01-23T05:55:00Z,
Invisible Planets,http://hujhax.livejournal.com/981711.html#ip,book,2017-01-23T05:55:00Z,
Moana,http://hujhax.livejournal.com/981711.html#m,movie,2017-01-23T05:55:00Z,
13 Things That Don't Make Sense,http://hujhax.livejournal.com/980399.html#13,book,2017-01-09T19:25:00Z,audiobook
America's Bitter Pill,http://hujhax.livejournal.com/979730.html#abp,book,2017-01-02T07:04:00Z,
Sherlock,http://hujhax.livejournal.com/979730.html#s,TV,2017-01-02T07:04:00Z,season 3
Good Eats,http://hujhax.livejournal.com/979730.html#ge,TV,2017-01-02T07:04:00Z,season 9
Gilmore Girls: A Year in the Life,http://hujhax.livejournal.com/978623.html#gg,TV,2016-12-19T01:21:00Z,
Agent to the Stars,http://hujhax.livejournal.com/977143.html#atts,book,2016-11-28T00:27:00Z,
The Language Hoax,http://hujhax.livejournal.com/977143.html#tlh,book,2016-11-28T00:27:00Z,audiobook
Key & Peele,http://hujhax.livejournal.com/977143.html#k&p,TV,2016-11-28T00:27:00Z,season one
Prime Directive,http://hujhax.livejournal.com/976851.html#pd,book,2016-11-21T07:45:00Z,
BoJack Horseman,http://hujhax.livejournal.com/976851.html#bh,TV,2016-11-21T07:45:00Z,season 1
Stranger Things,http://hujhax.livejournal.com/976212.html#st,TV,2016-11-14T07:31:00Z,season 1
So You've Been Publicly Shamed,http://hujhax.livejournal.com/975190.html#sybps,book,2016-10-30T23:11:00Z,audiobook
Good Eats,http://hujhax.livejournal.com/975190.html#ge,TV,2016-10-30T23:11:00Z,season 8
The Drunkard's Walk,http://hujhax.livejournal.com/974261.html#tdw,book,2016-10-17T02:31:00Z,
Adam Ruins Everything,http://hujhax.livejournal.com/974261.html#are,TV,2016-10-17T02:31:00Z,season 1
Master of None,http://hujhax.livejournal.com/974261.html#mon,TV,2016-10-17T02:31:00Z,season 1
Throwing Rocks at the Google Bus,http://hujhax.livejournal.com/974073.html#tratgb,book,2016-10-10T05:40:00Z,
Words on the Move,http://hujhax.livejournal.com/973429.html#wotm,book,2016-10-03T06:09:00Z,
Howl's Moving Castle,http://hujhax.livejournal.com/973429.html#hmc,movie,2016-10-03T06:09:00Z,
X-Men: First Class,http://hujhax.livejournal.com/973429.html#xm:fc,movie,2016-10-03T06:09:00Z,
Earth's Changing Climate,http://hujhax.livejournal.com/972322.html#ecc,book,2016-09-19T19:40:00Z,
Jessica Jones,http://hujhax.livejournal.com/972322.html#jj,TV,2016-09-19T19:40:00Z,season 1
Roadside Picnic,http://hujhax.livejournal.com/971804.html#rp,book,2016-09-12T03:26:00Z,spoilers
Edge of Tomorrow,http://hujhax.livejournal.com/971804.html#eot,movie,2016-09-12T03:26:00Z,spoilers
Great Teacher Onizuka,http://hujhax.livejournal.com/971804.html#gto,TV,2016-09-12T03:26:00Z,"live-action, 1999, season 1"
Star Trek Beyond,http://hujhax.livejournal.com/971342.html#stb,movie,2016-09-05T22:53:00Z,
Galavant,http://hujhax.livejournal.com/971342.html#g,TV,2016-09-05T22:53:00Z,season 2
How Great Science Fiction Works,http://hujhax.livejournal.com/970307.html#hgsfw,book,2016-08-08T22:37:00Z,audiocourse
Middlemarch,http://hujhax.livejournal.com/970307.html#m,book,2016-08-08T22:37:00Z,
Norwegian Wood,http://hujhax.livejournal.com/970307.html#nw,book,2016-08-08T22:37:00Z,
Redshirts,http://hujhax.livejournal.com/969514.html#r,book,2016-08-01T05:44:00Z,audiobook
Ghostbusters,http://hujhax.livejournal.com/969514.html#g,movie,2016-08-01T05:44:00Z,2016
Austin: A History of the Capital City,http://hujhax.livejournal.com/968960.html#Austin,book,2016-07-26T01:06:00Z,audiobook
The Science of Energy: Resources and Power Explained,http://hujhax.livejournal.com/968960.html#tsoe,book,2016-07-26T01:06:00Z,audiocourse
Koji Kondo's Super Mario Bros. Soundtrack (33?),http://hujhax.livejournal.com/968238.html#smb,book,2016-07-18T06:08:00Z,
Con Man,http://hujhax.livejournal.com/968238.html#cm,TV,2016-07-18T06:08:00Z,
Good Eats,http://hujhax.livejournal.com/968238.html#ge,TV,2016-07-18T06:08:00Z,season 7
W/ Bob and David,http://hujhax.livejournal.com/968238.html#w/bad,TV,2016-07-18T06:08:00Z,season 1
In the Miso Soup,http://hujhax.livejournal.com/967571.html#itms,book,2016-07-05T05:18:00Z,
Fullmetal Alchemist the Movie: Conqueror of Shamballa,http://hujhax.livejournal.com/967571.html#fmatm:cos,movie,2016-07-05T05:18:00Z,
Modern Romance,http://hujhax.livejournal.com/966755.html#mt,book,2016-06-27T01:05:00Z,
Fullmetal Alchemist,http://hujhax.livejournal.com/966755.html#fma,TV,2016-06-27T01:05:00Z,series
Last Week Tonight,http://hujhax.livejournal.com/966755.html#lwt,TV,2016-06-27T01:05:00Z,season 2
The High Crusade,http://hujhax.livejournal.com/964097.html#thc,book,2016-05-16T00:11:00Z,
The Future of the Mind,http://hujhax.livejournal.com/964097.html#tfotm,book,2016-05-16T00:11:00Z,
A Simple Plan,http://hujhax.livejournal.com/964097.html#asp,movie,2016-05-16T00:11:00Z,
Good Eats,http://hujhax.livejournal.com/964097.html#ge,TV,2016-05-16T00:11:00Z,season 6
Talking for Clapping,http://hujhax.livejournal.com/964097.html#tfc,TV,2016-05-16T00:11:00Z,
Dave Barry Does Japan,http://hujhax.livejournal.com/962963.html#dbdj,book,2016-04-26T02:15:00Z,
Gone Girl,http://hujhax.livejournal.com/962963.html#gg,book,2016-04-26T02:15:00Z,major spoilers
The Creative Thinker's Toolkit,http://hujhax.livejournal.com/962215.html#tctt,book,2016-04-11T00:38:00Z,
The Philosophy of the Coen Brothers,http://hujhax.livejournal.com/962215.html#tpotcb,book,2016-04-11T00:38:00Z,
Understanding Japan: A Cultural History,http://hujhax.livejournal.com/962215.html#uj:ach,book,2016-04-11T00:38:00Z,
True Grit,http://hujhax.livejournal.com/962215.html#tg,movie,2016-04-11T00:38:00Z,2010
Pictures at a Revolution,http://hujhax.livejournal.com/961041.html#paar,book,2016-03-22T06:22:00Z,
The Postman Always Rings Twice,http://hujhax.livejournal.com/961041.html#tpart,book,2016-03-22T06:22:00Z,
"Hail, Caesar!","http://hujhax.livejournal.com/960603.html#h,c!",movie,2016-03-15T01:48:00Z,
The Ladykillers,http://hujhax.livejournal.com/960603.html#tl,movie,2016-03-15T01:48:00Z,2004
No Country for Old Men,http://hujhax.livejournal.com/960603.html#ncfom,movie,2016-03-15T01:48:00Z,
